Loan Term,Loan Amount,Loan Provider,Loan Product,Average APR,Source,Date Extracted
24, 6000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 07:20:16
24, 6000, UK Credit Limited, Homeowner Guarantor Loan, 39.9, Moneyfacts, 2020-07-02 07:20:16
24, 6000, UK Credit Limited, Tenant Guarantor Loan, 39.9, Moneyfacts, 2020-07-02 07:20:16
24, 6000, Trusttwo, Trusttwo (Homeowner Guarantor) Personal Loan, 49.5, Moneyfacts, 2020-07-02 07:20:16
24, 6000, Bamboo, Guarantor Loan, 49.7, Moneyfacts, 2020-07-02 07:20:16
24, 6000, Trusttwo, Trusttwo (Tenant/LWP Guarantor) Personal Loan, 49.7, Moneyfacts, 2020-07-02 07:20:16
24, 6000, Amigo, Guarantor Personal Loan, 49.9, Moneyfacts, 2020-07-02 07:20:16
24, 7000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:17
24, 7000, AA, Member Loan, 4.1, Moneyfacts, 2020-07-02 07:20:17
24, 7000, AA, Non-Member Loan, 4.2, Moneyfacts, 2020-07-02 07:20:17
24, 7000, NatWest, Existing Customer Personal Loan, 7.9, Moneyfacts, 2020-07-02 07:20:17
24, 7000, Royal Bank of Scotland, Existing Customer Personal Loan, 7.9, Moneyfacts, 2020-07-02 07:20:17
24, 7000, 1plus1 Loans, Guarantor Loan, 47.8, Moneyfacts, 2020-07-02 07:20:17
24, 7000, Everyday Loans, Personal Loan (Good), 51.0, Moneyfacts, 2020-07-02 07:20:17
24, 7000, first direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:17
24, 7000, HSBC, Existing Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:17
24, 7000, HSBC, Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:17
24, 7000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:17
24, 7000, Tesco Bank, Online Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:17
24, 7000, Tesco Bank, Telephone Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:17
24, 7000, MBNA Limited, Personal Loan, 3.5, Moneyfacts, 2020-07-02 07:20:17
24, 7000, John Lewis Financial Services, Personal Loan, 3.6, Moneyfacts, 2020-07-02 07:20:17
24, 7000, cahoot, Online Personal Loan, 3.8, Moneyfacts, 2020-07-02 07:20:17
24, 7000, Clydesdale Bank, Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Yorkshire Bank, Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Post Office Money®, Personal Loan, 4.2, Moneyfacts, 2020-07-02 07:20:18
24, 7000, M\u0026S Bank, Existing Customer Personal Loan, 4.4, Moneyfacts, 2020-07-02 07:20:18
24, 7000, M\u0026S Bank, Personal Loan, 4.4, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Bank of Ireland UK, Online Personal Loan, 4.5, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Santander, 123 and Select Customers Personal Loan, 4.5, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Santander, Existing Customer Personal Loan , 4.5, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Santander, Personal Loan , 4.5, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 07:20:18
24, 7000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Madiston LendLoanInvest, Unsecured Personal Loan, 6.4, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Sainsbury\u0027s Bank, Standard Nectar Cardholder Loan, 6.9, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Barclays Bank, Existing Premier Account Customer Barclayloan, 7.9, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Ulster Bank, Existing Customer Personal Loan, 7.9, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Zopa, Personal Loan, 8.7, Moneyfacts, 2020-07-02 07:20:18
24, 7000, RateSetter, Personal Loan, 8.9, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Halifax, Existing Customer Personal Loan, 9.9, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Halifax, Personal Loan, 9.9, Moneyfacts, 2020-07-02 07:20:18
24, 7000, TSB, Existing Current Account Customer Personal Loan, 9.9, Moneyfacts, 2020-07-02 07:20:18
24, 7000, TSB, Personal Loan, 9.9, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Barclays Bank, Existing Current Account Customer Barclayloan, 10.9, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Bank of Scotland, Existing Customer Personal Loan, 11.7, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Lending Works, Personal Loan, 12.5, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Lloyds Bank, Existing Customer Personal Loan, 15.4, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Monzo Bank, Personal Loan, 19.5, Moneyfacts, 2020-07-02 07:20:18
24, 7000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 07:20:18
24, 7000, UK Credit Limited, Homeowner Guarantor Loan, 36.9, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Trusttwo, Trusttwo (Homeowner Guarantor) Personal Loan, 49.5, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Bamboo, Guarantor Loan, 49.7, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Trusttwo, Trusttwo (Tenant/LWP Guarantor) Personal Loan, 49.7, Moneyfacts, 2020-07-02 07:20:18
24, 7000, Amigo, Guarantor Personal Loan, 49.9, Moneyfacts, 2020-07-02 07:20:18
24, 8000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 07:20:20
24, 8000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 07:20:20
24, 8000, NatWest, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Royal Bank of Scotland, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:20
24, 8000, 1plus1 Loans, Guarantor Loan, 47.8, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Everyday Loans, Personal Loan (Good), 51.0, Moneyfacts, 2020-07-02 07:20:20
24, 8000, cahoot, Online Personal Loan, 2.8, Moneyfacts, 2020-07-02 07:20:20
24, 8000, John Lewis Financial Services, Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:20
24, 8000, M\u0026S Bank, Existing Customer Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:20
24, 8000, M\u0026S Bank, Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:20
24, 8000, MBNA Limited, Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Tesco Bank, Online Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Tesco Bank, Telephone Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Santander, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Santander, Existing Customer Personal Loan , 3.0, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Santander, Personal Loan , 3.0, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Clydesdale Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Yorkshire Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 07:20:20
24, 8000, first direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:20
24, 8000, HSBC, Existing Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:20
24, 8000, HSBC, Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:20
24, 8000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Post Office Money®, Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Bank of Ireland UK, Online Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Ulster Bank, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Halifax, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Halifax, Personal Loan, 3.5, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Monzo Bank, Personal Loan, 3.7, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Bank of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Lloyds Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:20
24, 8000, TSB, Existing Current Account Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:20
24, 8000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Barclays Bank, Existing Premier Account Customer Barclayloan, 4.3, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Sainsbury\u0027s Bank, Standard Nectar Cardholder Loan, 4.9, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Barclays Bank, Existing Current Account Customer Barclayloan, 5.5, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 07:20:20
24, 8000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Zopa, Personal Loan, 8.7, Moneyfacts, 2020-07-02 07:20:20
24, 8000, RateSetter, Personal Loan, 8.9, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Lending Works, Personal Loan, 12.2, Moneyfacts, 2020-07-02 07:20:20
24, 8000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 07:20:20
24, 8000, UK Credit Limited, Homeowner Guarantor Loan, 35.9, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Trusttwo, Trusttwo (Homeowner Guarantor) Personal Loan, 49.5, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Bamboo, Guarantor Loan, 49.7, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Trusttwo, Trusttwo (Tenant/LWP Guarantor) Personal Loan, 49.7, Moneyfacts, 2020-07-02 07:20:20
24, 8000, Amigo, Guarantor Personal Loan, 49.9, Moneyfacts, 2020-07-02 07:20:20
24, 9000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 07:20:22
24, 9000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 07:20:22
24, 9000, NatWest, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Royal Bank of Scotland, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, 1plus1 Loans, Guarantor Loan, 47.8, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Everyday Loans, Personal Loan (Good), 51.0, Moneyfacts, 2020-07-02 07:20:22
24, 9000, cahoot, Online Personal Loan, 2.8, Moneyfacts, 2020-07-02 07:20:22
24, 9000, John Lewis Financial Services, Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, M\u0026S Bank, Existing Customer Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, M\u0026S Bank, Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, MBNA Limited, Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Tesco Bank, Online Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Tesco Bank, Telephone Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Santander, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Santander, Existing Customer Personal Loan , 3.0, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Santander, Personal Loan , 3.0, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Clydesdale Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Yorkshire Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 07:20:22
24, 9000, first direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:22
24, 9000, HSBC, Existing Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:22
24, 9000, HSBC, Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:22
24, 9000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Post Office Money®, Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Bank of Ireland UK, Online Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Ulster Bank, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Halifax, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Halifax, Personal Loan, 3.5, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Monzo Bank, Personal Loan, 3.7, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Bank of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Lloyds Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, TSB, Existing Current Account Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Barclays Bank, Existing Premier Account Customer Barclayloan, 4.3, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Sainsbury\u0027s Bank, Standard Nectar Cardholder Loan, 4.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Barclays Bank, Existing Current Account Customer Barclayloan, 5.5, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 07:20:22
24, 9000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Zopa, Personal Loan, 8.7, Moneyfacts, 2020-07-02 07:20:22
24, 9000, RateSetter, Personal Loan, 8.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Lending Works, Personal Loan, 11.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, UK Credit Limited, Homeowner Guarantor Loan, 35.9, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Trusttwo, Trusttwo (Homeowner Guarantor) Personal Loan, 49.5, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Trusttwo, Trusttwo (Tenant/LWP Guarantor) Personal Loan, 49.7, Moneyfacts, 2020-07-02 07:20:22
24, 9000, Amigo, Guarantor Personal Loan, 49.9, Moneyfacts, 2020-07-02 07:20:22
24, 10000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 07:20:24
24, 10000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 07:20:24
24, 10000, NatWest, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Royal Bank of Scotland, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Everyday Loans, Personal Loan (Good), 34.4, Moneyfacts, 2020-07-02 07:20:24
24, 10000, 1plus1 Loans, Guarantor Loan, 47.8, Moneyfacts, 2020-07-02 07:20:24
24, 10000, cahoot, Online Personal Loan, 2.8, Moneyfacts, 2020-07-02 07:20:24
24, 10000, John Lewis Financial Services, Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:24
24, 10000, M\u0026S Bank, Existing Customer Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:24
24, 10000, M\u0026S Bank, Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:24
24, 10000, MBNA Limited, Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Tesco Bank, Online Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Tesco Bank, Telephone Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Santander, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Santander, Existing Customer Personal Loan , 3.0, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Santander, Personal Loan , 3.0, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Clydesdale Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Yorkshire Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 07:20:24
24, 10000, first direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:24
24, 10000, HSBC, Existing Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:24
24, 10000, HSBC, Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:24
24, 10000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Post Office Money®, Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Bank of Ireland UK, Online Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Ulster Bank, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Halifax, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Halifax, Personal Loan, 3.5, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Monzo Bank, Personal Loan, 3.7, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Bank of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Lloyds Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:24
24, 10000, TSB, Existing Current Account Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:24
24, 10000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Barclays Bank, Existing Premier Account Customer Barclayloan, 4.3, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Sainsbury\u0027s Bank, Standard Nectar Cardholder Loan, 4.9, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Barclays Bank, Existing Current Account Customer Barclayloan, 5.5, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 07:20:24
24, 10000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Zopa, Personal Loan, 8.7, Moneyfacts, 2020-07-02 07:20:24
24, 10000, RateSetter, Personal Loan, 8.9, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Lending Works, Personal Loan, 11.6, Moneyfacts, 2020-07-02 07:20:24
24, 10000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 07:20:24
24, 10000, UK Credit Limited, Homeowner Guarantor Loan, 35.9, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Trusttwo, Trusttwo (Homeowner Guarantor) Personal Loan, 49.5, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Trusttwo, Trusttwo (Tenant/LWP Guarantor) Personal Loan, 49.7, Moneyfacts, 2020-07-02 07:20:24
24, 10000, Amigo, Guarantor Personal Loan, 49.9, Moneyfacts, 2020-07-02 07:20:24
24, 11000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 07:20:26
24, 11000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 07:20:26
24, 11000, NatWest, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Royal Bank of Scotland, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Everyday Loans, Personal Loan (Good), 34.4, Moneyfacts, 2020-07-02 07:20:26
24, 11000, cahoot, Online Personal Loan, 2.8, Moneyfacts, 2020-07-02 07:20:26
24, 11000, John Lewis Financial Services, Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:26
24, 11000, M\u0026S Bank, Existing Customer Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:26
24, 11000, M\u0026S Bank, Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:26
24, 11000, MBNA Limited, Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Tesco Bank, Online Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Tesco Bank, Telephone Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Santander, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Santander, Existing Customer Personal Loan , 3.0, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Santander, Personal Loan , 3.0, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Clydesdale Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Yorkshire Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 07:20:26
24, 11000, first direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:26
24, 11000, HSBC, Existing Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:26
24, 11000, HSBC, Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:26
24, 11000, HSBC, Premier Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Post Office Money®, Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Bank of Ireland UK, Online Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Ulster Bank, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Halifax, Existing Customer Personal Loan, 3.5, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Halifax, Personal Loan, 3.5, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Monzo Bank, Personal Loan, 3.7, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Bank of Scotland, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Lloyds Bank, Existing Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:26
24, 11000, TSB, Existing Current Account Customer Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:26
24, 11000, TSB, Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Barclays Bank, Existing Premier Account Customer Barclayloan, 4.3, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Sainsbury\u0027s Bank, Standard Nectar Cardholder Loan, 4.9, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Danske Bank, Existing Choice - Prestige or Freedom C/Acc Customers, 5.0, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Danske Bank, Home Owners Personal Loan, 5.0, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Barclays Bank, Existing Current Account Customer Barclayloan, 5.5, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Danske Bank, Personal Loan, 5.5, Moneyfacts, 2020-07-02 07:20:26
24, 11000, AIB, Personal Loan, 5.6, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Metro Bank, Personal Loan, 7.9, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Zopa, Personal Loan, 8.7, Moneyfacts, 2020-07-02 07:20:26
24, 11000, RateSetter, Personal Loan, 8.9, Moneyfacts, 2020-07-02 07:20:26
24, 11000, Lending Works, Personal Loan, 11.4, Moneyfacts, 2020-07-02 07:20:26
24, 11000, My Community Bank, Personal Loan, 25.9, Moneyfacts, 2020-07-02 07:20:26
24, 11000, UK Credit Limited, Homeowner Guarantor Loan, 31.9, Moneyfacts, 2020-07-02 07:20:26
24, 12000, AA, Member Loan, 3.0, Moneyfacts, 2020-07-02 07:20:28
24, 12000, AA, Non-Member Loan, 3.1, Moneyfacts, 2020-07-02 07:20:28
24, 12000, NatWest, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:28
24, 12000, Royal Bank of Scotland, Existing Customer Personal Loan, 3.4, Moneyfacts, 2020-07-02 07:20:28
24, 12000, Hitachi Personal Finance, Hitachi Personal Loan, 3.9, Moneyfacts, 2020-07-02 07:20:28
24, 12000, Everyday Loans, Personal Loan (Good), 34.4, Moneyfacts, 2020-07-02 07:20:28
24, 12000, cahoot, Online Personal Loan, 2.8, Moneyfacts, 2020-07-02 07:20:28
24, 12000, John Lewis Financial Services, Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:28
24, 12000, M\u0026S Bank, Existing Customer Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:28
24, 12000, M\u0026S Bank, Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:28
24, 12000, MBNA Limited, Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:28
24, 12000, Tesco Bank, Online Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:28
24, 12000, Tesco Bank, Telephone Personal Loan, 2.9, Moneyfacts, 2020-07-02 07:20:28
24, 12000, Santander, 123 and Select Customers Personal Loan, 3.0, Moneyfacts, 2020-07-02 07:20:28
24, 12000, Santander, Existing Customer Personal Loan , 3.0, Moneyfacts, 2020-07-02 07:20:28
24, 12000, Santander, Personal Loan , 3.0, Moneyfacts, 2020-07-02 07:20:28
24, 12000, Clydesdale Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 07:20:28
24, 12000, Yorkshire Bank, Personal Loan, 3.1, Moneyfacts, 2020-07-02 07:20:28
24, 12000, first direct, Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:28
24, 12000, HSBC, Existing Customer Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:28
24, 12000, HSBC, Personal Loan, 3.3, Moneyfacts, 2020-07-02 07:20:28
